"Route","Year","Shannon","Lati","Longi"
"373",75,2012,3.08559819160068,39.9655986,-82.5305735
"374",75,2011,3.21688418520033,39.9655986,-82.5305735
"375",75,2004,3.00662279147878,39.9655986,-82.5305735
"376",75,2008,3.21956829791653,39.9655986,-82.5305735
"377",75,2006,2.95331933110745,39.9655986,-82.5305735
"378",75,2009,3.17777927989767,39.9655986,-82.5305735
"379",75,2005,3.25338347792894,39.9655986,-82.5305735
"380",75,2013,3.12818141255943,39.9655986,-82.5305735
"381",75,2001,3.26772063661865,39.9655986,-82.5305735
"382",76,2007,3.65967797761588,39.2309737,-82.2853793
"383",76,2008,3.65470946683117,39.2309737,-82.2853793
"384",76,2003,3.64072041609762,39.2309737,-82.2853793
"385",76,2009,3.4489581427265,39.2309737,-82.2853793
"386",76,2002,3.61516321447008,39.2309737,-82.2853793
"387",76,2010,3.57294794504707,39.2309737,-82.2853793
"388",76,2011,3.44445567943647,39.2309737,-82.2853793
"389",76,2000,3.59760267614867,39.2309737,-82.2853793
"390",76,2006,3.51903546272021,39.2309737,-82.2853793
"391",76,2001,3.59025785915729,39.2309737,-82.2853793
"392",76,2005,3.56050018801272,39.2309737,-82.2853793
"393",76,2012,3.61961512286241,39.2309737,-82.2853793
"394",76,2013,3.68832764614564,39.2309737,-82.2853793
"395",76,2004,3.69971634235879,39.2309737,-82.2853793
"396",80,2003,3.34335230591237,39.4158977,-81.3554829
"397",80,2012,3.51399132051562,39.4158977,-81.3554829
"398",80,2010,3.36935087864525,39.4158977,-81.3554829
"399",80,2009,3.33941599620731,39.4158977,-81.3554829
"400",80,2005,3.3713099490147,39.4158977,-81.3554829
"401",80,2001,3.34933231173033,39.4158977,-81.3554829
"402",80,2002,3.50665884213707,39.4158977,-81.3554829
"403",80,2000,3.46808788414194,39.4158977,-81.3554829
"404",80,2008,3.44150969513481,39.4158977,-81.3554829
"405",80,2004,3.25599249810527,39.4158977,-81.3554829
"406",80,2013,3.41963485522592,39.4158977,-81.3554829
"407",80,2006,3.44785241147577,39.4158977,-81.3554829
"408",80,2007,3.32506689621805,39.4158977,-81.3554829
"409",80,2011,3.28620377576291,39.4158977,-81.3554829
"410",82,2000,3.65285002330916,39.2701767,-81.8827139
"411",82,2006,3.47224726187318,39.2701767,-81.8827139
"412",82,2009,3.54141241252131,39.2701767,-81.8827139
"413",82,2012,3.6386396028009,39.2701767,-81.8827139
"414",82,2010,3.50681809859083,39.2701767,-81.8827139
"415",82,2011,3.56816994390815,39.2701767,-81.8827139
"416",82,2003,3.34866265200115,39.2701767,-81.8827139
"417",82,2001,3.54794750068435,39.2701767,-81.8827139
"418",82,2005,3.49311277775681,39.2701767,-81.8827139
"419",82,2007,3.40332804687026,39.2701767,-81.8827139
"420",82,2008,3.69470638928112,39.2701767,-81.8827139
"421",82,2004,3.5237674739308,39.2701767,-81.8827139
"422",82,2002,3.557356297897,39.2701767,-81.8827139
"423",83,2006,3.10782634829741,39.8938347,-81.6718899
"424",83,2011,2.89123850985133,39.8938347,-81.6718899
"425",83,2010,3.19389902637954,39.8938347,-81.6718899
"426",83,2005,3.19539650561212,39.8938347,-81.6718899
"427",83,2013,3.02120470016744,39.8938347,-81.6718899
"428",83,2009,3.18688354959389,39.8938347,-81.6718899
"429",83,2002,3.2356231616435,39.8938347,-81.6718899
"430",83,2008,3.13602440032796,39.8938347,-81.6718899
"431",83,2007,3.08354367844776,39.8938347,-81.6718899
"432",83,2001,3.23588060275046,39.8938347,-81.6718899
"433",83,2012,3.23334083964786,39.8938347,-81.6718899
"434",83,2000,3.19799505324319,39.8938347,-81.6718899
"435",85,2001,3.1133996835446,38.9081057,-83.7588579
"436",85,2004,3.26733249676364,38.9081057,-83.7588579
"437",85,2003,2.99516630194826,38.9081057,-83.7588579
"438",85,2008,3.36318088562271,38.9081057,-83.7588579
"439",85,2012,3.38662373933524,38.9081057,-83.7588579
"440",85,2005,3.28269470445319,38.9081057,-83.7588579
"441",85,2002,3.15491096081498,38.9081057,-83.7588579
"442",85,2007,3.46101891804261,38.9081057,-83.7588579
"443",85,2010,3.48808310630216,38.9081057,-83.7588579
"444",85,2009,3.48551410904681,38.9081057,-83.7588579
"445",85,2006,3.4144517258671,38.9081057,-83.7588579
"446",85,2000,3.24461420967287,38.9081057,-83.7588579
"447",86,2010,3.8294659351446,38.6696358,-83.4163514
"448",86,2008,3.68907873813258,38.6696358,-83.4163514
"449",86,2013,3.69686213563252,38.6696358,-83.4163514
"450",86,2005,3.61275297606699,38.6696358,-83.4163514
"451",86,2001,3.46096897556552,38.6696358,-83.4163514
"452",86,2000,3.67280752835339,38.6696358,-83.4163514
"453",86,2002,3.61331963247311,38.6696358,-83.4163514
"454",86,2011,3.80816108257472,38.6696358,-83.4163514
"455",86,2003,3.59974526773269,38.6696358,-83.4163514
"456",86,2007,3.61853771494413,38.6696358,-83.4163514
"457",86,2009,3.52666999436983,38.6696358,-83.4163514
"458",86,2012,3.69575008533678,38.6696358,-83.4163514
"459",86,2006,3.66460166279017,38.6696358,-83.4163514
"460",87,2002,3.09920874110985,38.8817267,-82.7884369
"461",87,2001,3.19509033129816,38.8817267,-82.7884369
"462",87,2006,3.34569154516536,38.8817267,-82.7884369
"463",87,2005,3.42651971564743,38.8817267,-82.7884369
"464",87,2010,3.3697288697888,38.8817267,-82.7884369
"465",87,2009,3.5689315264454,38.8817267,-82.7884369
"466",87,2000,3.35124580016672,38.8817267,-82.7884369
"467",87,2008,3.21720321363142,38.8817267,-82.7884369
"468",87,2011,3.42559556934082,38.8817267,-82.7884369
"469",87,2007,3.547781549348,38.8817267,-82.7884369
"470",87,2004,3.42445894765244,38.8817267,-82.7884369
"471",87,2012,3.46633037786235,38.8817267,-82.7884369
"472",87,2013,3.47693431170027,38.8817267,-82.7884369
"473",87,2003,3.22175043829653,38.8817267,-82.7884369
"474",107,2010,2.79837239582091,41.5440972,-83.4580032
"475",107,2001,2.82437706321241,41.5440972,-83.4580032
"476",107,2011,3.03669903554965,41.5440972,-83.4580032
"477",107,2012,2.9647772186331,41.5440972,-83.4580032
"478",107,2008,2.81357092263033,41.5440972,-83.4580032
"479",107,2004,2.7890767005351,41.5440972,-83.4580032
"480",107,2006,2.79904978152559,41.5440972,-83.4580032
"481",107,2013,3.04510110033289,41.5440972,-83.4580032
"482",107,2005,2.77385645994518,41.5440972,-83.4580032
"483",107,2000,2.8732730690373,41.5440972,-83.4580032
"484",107,2009,2.85576244835935,41.5440972,-83.4580032
"485",107,2003,2.78360785114934,41.5440972,-83.4580032
"486",107,2007,2.93002255089816,41.5440972,-83.4580032
"487",107,2002,2.77964531061109,41.5440972,-83.4580032
"488",112,2012,3.1201335406929,41.1609237,-82.6332099
"489",112,2009,3.14791831266848,41.1609237,-82.6332099
"490",112,2005,3.14496343031052,41.1609237,-82.6332099
"491",112,2000,3.17318625411788,41.1609237,-82.6332099
"492",112,2003,3.21814386958348,41.1609237,-82.6332099
"493",112,2010,2.52395818477402,41.1609237,-82.6332099
"494",112,2002,2.89084172140879,41.1609237,-82.6332099
"495",112,2007,3.24605664962404,41.1609237,-82.6332099
"496",112,2001,3.42119440120356,41.1609237,-82.6332099
"497",113,2011,3.06820745086518,41.4083645,-82.8822098
"498",113,2009,3.16898078527532,41.4083645,-82.8822098
"499",113,2006,2.83517518844016,41.4083645,-82.8822098
"500",113,2005,2.8037426050018,41.4083645,-82.8822098
"501",113,2012,3.00639309984789,41.4083645,-82.8822098
"502",113,2013,2.98337077603082,41.4083645,-82.8822098
"503",113,2007,2.75944813221594,41.4083645,-82.8822098
"504",113,2002,2.87568295283491,41.4083645,-82.8822098
"505",113,2008,3.03507832270475,41.4083645,-82.8822098
"506",113,2003,2.9952608261336,41.4083645,-82.8822098
"507",113,2004,2.97208685545274,41.4083645,-82.8822098
"508",113,2010,3.15935820038318,41.4083645,-82.8822098
"509",116,2008,2.90528771706272,41.3256857,-81.0505989
"510",116,2007,3.28385705678942,41.3256857,-81.0505989
"511",116,2011,3.30201550331073,41.3256857,-81.0505989
"512",116,2000,3.14971364628265,41.3256857,-81.0505989
"513",116,2012,3.29403017378456,41.3256857,-81.0505989
"514",116,2010,3.27812669449164,41.3256857,-81.0505989
"515",116,2001,3.36905824853969,41.3256857,-81.0505989
"516",116,2009,3.21936859371711,41.3256857,-81.0505989
"517",116,2013,3.09575040236948,41.3256857,-81.0505989
"518",116,2006,3.39525048036184,41.3256857,-81.0505989
"519",118,2006,3.11255348435774,41.2747817,-81.956725
"520",118,2000,3.18622381204115,41.2747817,-81.956725
"521",118,2001,3.23087088229212,41.2747817,-81.956725
"522",118,2013,2.89572457850943,41.2747817,-81.956725
"523",118,2007,3.04424821874111,41.2747817,-81.956725
"524",118,2012,3.09325279248264,41.2747817,-81.956725
"525",118,2005,3.14346412172483,41.2747817,-81.956725
"526",118,2004,2.88856807012685,41.2747817,-81.956725
"527",118,2003,2.93153378807016,41.2747817,-81.956725
"528",126,2007,2.58524089037356,40.0778757,-84.1360999
"529",126,2009,2.76090770267878,40.0778757,-84.1360999
"530",126,2012,2.88771210087996,40.0778757,-84.1360999
"531",126,2003,2.62253528436745,40.0778757,-84.1360999
"532",126,2010,2.94768716576648,40.0778757,-84.1360999
"533",126,2002,2.98918989203212,40.0778757,-84.1360999
"534",126,2001,3.02197904323301,40.0778757,-84.1360999
"535",126,2000,2.9346233008623,40.0778757,-84.1360999
"536",141,2003,3.14449729270436,40.0945941,-82.8994756
"537",141,2011,3.24910569545524,40.0945941,-82.8994756
"538",141,2012,3.31217817289864,40.0945941,-82.8994756
"539",141,2013,2.86354319209448,40.0945941,-82.8994756
"540",141,2006,3.19866799470399,40.0945941,-82.8994756
"541",141,2005,3.22966670517462,40.0945941,-82.8994756
"542",141,2001,3.21051065566085,40.0945941,-82.8994756
"543",141,2008,3.33472442989607,40.0945941,-82.8994756
"544",141,2007,3.11455760699316,40.0945941,-82.8994756
"545",141,2009,2.90613448735863,40.0945941,-82.8994756
"546",141,2010,3.06003211911756,40.0945941,-82.8994756
"547",141,2004,3.08078137595894,40.0945941,-82.8994756
"548",141,2000,3.23169402978732,40.0945941,-82.8994756
"549",141,2002,3.06029433966309,40.0945941,-82.8994756
"550",148,2007,3.46218755006717,40.3076787,-81.5841149
"551",148,2009,3.58583029660147,40.3076787,-81.5841149
"552",148,2001,3.43885618910161,40.3076787,-81.5841149
"553",148,2010,3.70765544165789,40.3076787,-81.5841149
"554",148,2002,3.16081714822206,40.3076787,-81.5841149
"555",148,2011,3.6829018046499,40.3076787,-81.5841149
"556",148,2006,3.57107217466001,40.3076787,-81.5841149
"557",148,2012,3.66544178203316,40.3076787,-81.5841149
"558",148,2004,3.36300250566507,40.3076787,-81.5841149
"559",148,2013,3.38427102123975,40.3076787,-81.5841149
"560",150,2013,3.01883718029197,40.1037173,-81.4172305
"561",150,2009,3.0997063451433,40.1037173,-81.4172305
"562",150,2011,3.26317271030214,40.1037173,-81.4172305
"563",150,2007,3.29874618388065,40.1037173,-81.4172305
"564",150,2010,2.98486552682127,40.1037173,-81.4172305
"565",150,2003,3.07061483581319,40.1037173,-81.4172305
"566",150,2008,2.92555246739519,40.1037173,-81.4172305
"567",150,2012,3.10369223335527,40.1037173,-81.4172305
"568",150,2006,3.31635980746124,40.1037173,-81.4172305
"569",157,2001,3.55080803017402,40.9118093,-80.5379536
"570",157,2006,3.44788271548652,40.9118093,-80.5379536
"571",157,2005,3.35432752808497,40.9118093,-80.5379536
"572",157,2000,3.61538008835962,40.9118093,-80.5379536
"573",157,2003,3.36554749393842,40.9118093,-80.5379536
"574",157,2004,3.34143526195274,40.9118093,-80.5379536
"575",157,2007,3.48264946728504,40.9118093,-80.5379536
"576",157,2010,3.25696849582671,40.9118093,-80.5379536
"577",159,2000,3.07590091824706,39.6680438,-84.2514604
"578",159,2004,3.39709937659514,39.6680438,-84.2514604
"579",159,2008,3.18632039700194,39.6680438,-84.2514604
"580",159,2013,2.95652959552154,39.6680438,-84.2514604
"581",159,2001,3.10498571301435,39.6680438,-84.2514604
"582",161,2010,3.48313345311165,39.4989563,-84.0134234
"583",161,2009,3.37006934926655,39.4989563,-84.0134234
"584",161,2008,3.41774344443267,39.4989563,-84.0134234
"585",161,2003,2.9426864092263,39.4989563,-84.0134234
"586",161,2007,3.45022345091874,39.4989563,-84.0134234
"587",161,2000,3.29178319529646,39.4989563,-84.0134234
"588",161,2006,3.52855966475051,39.4989563,-84.0134234
"589",161,2001,3.2163808983956,39.4989563,-84.0134234
"590",161,2012,3.3941151421066,39.4989563,-84.0134234
"591",161,2005,3.29278498478915,39.4989563,-84.0134234
"592",161,2004,3.34979972011544,39.4989563,-84.0134234
"593",161,2002,3.26193278280528,39.4989563,-84.0134234
"594",165,2008,2.81701839362784,39.5569036,-83.8484908
"595",165,2010,2.89198753882017,39.5569036,-83.8484908
"596",165,2003,2.92660087452277,39.5569036,-83.8484908
"597",165,2004,2.88381364134592,39.5569036,-83.8484908
"598",165,2013,2.74452362629158,39.5569036,-83.8484908
"599",165,2001,3.05456459318833,39.5569036,-83.8484908
"600",165,2006,2.97781803303701,39.5569036,-83.8484908
"601",165,2009,2.85915864819507,39.5569036,-83.8484908
"602",165,2000,2.9330587572462,39.5569036,-83.8484908
"603",165,2005,2.86811843524757,39.5569036,-83.8484908
"604",165,2012,2.67489278403666,39.5569036,-83.8484908
"605",165,2007,2.92187736521464,39.5569036,-83.8484908
"606",165,2002,2.78030007597727,39.5569036,-83.8484908
"607",165,2011,2.88280399464528,39.5569036,-83.8484908
"608",166,2003,3.00334845175578,39.8496832,-83.4658472
"609",166,2000,3.145171522474,39.8496832,-83.4658472
"610",166,2011,3.17248393444201,39.8496832,-83.4658472
"611",166,2007,3.20928393565527,39.8496832,-83.4658472
"612",166,2004,3.09911241254684,39.8496832,-83.4658472
"613",166,2008,3.34582534882269,39.8496832,-83.4658472
"614",166,2009,3.09257984223903,39.8496832,-83.4658472
"615",166,2001,3.2021573383249,39.8496832,-83.4658472
"616",166,2006,3.16859631885792,39.8496832,-83.4658472
"617",166,2012,3.20734593305508,39.8496832,-83.4658472
"618",166,2005,3.15004371973578,39.8496832,-83.4658472
"619",166,2002,2.93025849575817,39.8496832,-83.4658472
"620",166,2010,3.22634593822454,39.8496832,-83.4658472
"621",168,2000,3.18036141304028,39.8881087,-83.9166709
"622",168,2002,3.32877852982816,39.8881087,-83.9166709
"623",168,2003,3.20195660686845,39.8881087,-83.9166709
"624",168,2011,3.47382531974915,39.8881087,-83.9166709
"625",168,2009,3.30220763212563,39.8881087,-83.9166709
"626",168,2006,3.04137063664465,39.8881087,-83.9166709
"627",168,2004,3.10699962622941,39.8881087,-83.9166709
"628",168,2005,3.25725843079099,39.8881087,-83.9166709
"629",168,2007,3.27239626266083,39.8881087,-83.9166709
"630",168,2010,2.94311746769756,39.8881087,-83.9166709
"631",168,2008,3.33362878917372,39.8881087,-83.9166709
"632",168,2012,3.13722324380575,39.8881087,-83.9166709
"633",168,2013,2.77158883461531,39.8881087,-83.9166709
"634",168,2001,3.14772875149852,39.8881087,-83.9166709
"635",181,2002,3.89078765595967,39.5671857,-81.5807429
"636",181,2011,3.80470181268986,39.5671857,-81.5807429
"637",181,2003,3.91121737887876,39.5671857,-81.5807429
"638",181,2006,3.80891915627334,39.5671857,-81.5807429
"639",181,2005,3.90678313380609,39.5671857,-81.5807429
"640",181,2007,3.79494010284503,39.5671857,-81.5807429
"641",181,2013,3.6706631454647,39.5671857,-81.5807429
"642",181,2009,3.89576769646617,39.5671857,-81.5807429
"643",181,2004,3.83481160793265,39.5671857,-81.5807429
"644",181,2010,3.77706366920743,39.5671857,-81.5807429
"645",181,2008,3.72967289508378,39.5671857,-81.5807429
"646",181,2012,3.82970006137835,39.5671857,-81.5807429
"647",188,2001,3.64323934193431,38.6295227,-82.4578029
"648",188,2003,3.64145671579137,38.6295227,-82.4578029
"649",188,2009,3.55304708497171,38.6295227,-82.4578029
"650",188,2000,3.62986354880683,38.6295227,-82.4578029
"651",251,2009,3.3170802243715,40.2967664,-81.8718895
"652",251,2005,3.47291185318531,40.2967664,-81.8718895
"653",251,2002,3.75222926163207,40.2967664,-81.8718895
"654",251,2003,3.8003554565044,40.2967664,-81.8718895
"655",251,2000,3.73757577113357,40.2967664,-81.8718895
"656",251,2010,3.36930810690939,40.2967664,-81.8718895
"657",251,2001,3.89374057181627,40.2967664,-81.8718895
"658",251,2012,3.25407303614978,40.2967664,-81.8718895
"659",901,2000,3.34053431851977,38.6865963,-82.6150863
"660",901,2010,3.56423313783123,38.6865963,-82.6150863
"661",901,2009,3.57275896566054,38.6865963,-82.6150863
"662",901,2002,3.12385948117438,38.6865963,-82.6150863
"663",901,2001,3.29013192705648,38.6865963,-82.6150863
"664",901,2012,3.35303370951497,38.6865963,-82.6150863
"665",901,2006,3.41924407230904,38.6865963,-82.6150863
"666",901,2013,3.39855616206482,38.6865963,-82.6150863
"667",901,2008,3.29214088959805,38.6865963,-82.6150863
"668",902,2000,3.37811244363612,38.6574767,-83.1875069
"669",903,2005,3.3375812118975,39.3200896,-82.2847853
"670",903,2003,3.2916104472108,39.3200896,-82.2847853
"671",903,2013,3.57044465419177,39.3200896,-82.2847853
"672",903,2002,3.28317921449134,39.3200896,-82.2847853
"673",903,2000,3.51358592766885,39.3200896,-82.2847853
"674",904,2013,3.57252915657526,39.3754092,-82.7626109
"675",904,2004,3.67579419461373,39.3754092,-82.7626109
"676",904,2005,3.63826768418882,39.3754092,-82.7626109
"677",904,2007,3.56892714235223,39.3754092,-82.7626109
"678",904,2009,3.46449248741616,39.3754092,-82.7626109
"679",904,2011,3.5323005652028,39.3754092,-82.7626109
"680",904,2008,3.50481780348919,39.3754092,-82.7626109
"681",904,2003,3.50725682923997,39.3754092,-82.7626109
"682",904,2010,3.60001288985192,39.3754092,-82.7626109
"683",904,2006,3.53313314993642,39.3754092,-82.7626109
"684",904,2001,3.54009253022392,39.3754092,-82.7626109
"685",904,2012,3.52455999581445,39.3754092,-82.7626109
"686",904,2000,3.60659540609939,39.3754092,-82.7626109
"687",905,2003,3.40726055193669,39.1798097,-82.9220429
"688",905,2002,3.391891601296,39.1798097,-82.9220429
"689",905,2004,3.32308354322801,39.1798097,-82.9220429
"690",905,2007,3.31417402472394,39.1798097,-82.9220429
"691",905,2005,3.5191458434259,39.1798097,-82.9220429
"692",905,2001,3.4013000654167,39.1798097,-82.9220429
"693",905,2000,3.34072740398092,39.1798097,-82.9220429
"694",905,2006,3.41368195545924,39.1798097,-82.9220429
"695",905,2013,3.5205731163335,39.1798097,-82.9220429
"696",906,2013,3.56953437320731,39.4318937,-81.8838039
"697",906,2004,3.67552466665238,39.4318937,-81.8838039
"698",906,2005,3.61659796897469,39.4318937,-81.8838039
"699",906,2007,3.56896637905697,39.4318937,-81.8838039
"700",906,2002,3.65706200230062,39.4318937,-81.8838039
"701",906,2003,3.66127643880516,39.4318937,-81.8838039
"702",906,2000,3.66308861386815,39.4318937,-81.8838039
"703",906,2001,3.58632426617731,39.4318937,-81.8838039
"704",906,2010,3.60600625788885,39.4318937,-81.8838039
"705",906,2012,3.56061266585944,39.4318937,-81.8838039
"706",906,2006,3.58262550107835,39.4318937,-81.8838039
"707",906,2011,3.49212188377075,39.4318937,-81.8838039
"708",907,2000,3.33117334665039,39.2280901,-83.2106382
"709",907,2002,3.388564671135,39.2280901,-83.2106382
"710",907,2013,3.60331919361675,39.2280901,-83.2106382
"711",907,2001,3.29718611830767,39.2280901,-83.2106382
"712",908,2012,3.62000557369219,40.6382548,-82.3344147
"713",908,2008,3.3766861641233,40.6382548,-82.3344147
"714",908,2002,3.46429509872538,40.6382548,-82.3344147
"715",908,2009,3.28853227611337,40.6382548,-82.3344147
"716",908,2010,3.33564311167492,40.6382548,-82.3344147
"717",908,2000,3.48166554996436,40.6382548,-82.3344147
"718",908,2005,3.39021066553277,40.6382548,-82.3344147
"719",908,2013,3.59563621050192,40.6382548,-82.3344147
"720",908,2006,3.32340180897798,40.6382548,-82.3344147
"721",908,2003,3.35167878492393,40.6382548,-82.3344147
"722",908,2011,3.54326727556834,40.6382548,-82.3344147
"723",908,2004,3.42632023818396,40.6382548,-82.3344147
"724",908,2001,3.50999740050547,40.6382548,-82.3344147
"725",908,2007,3.25743588046358,40.6382548,-82.3344147
"726",952,2005,3.44488252876002,38.649962,-83.1869915
"727",952,2008,3.46570188622613,38.649962,-83.1869915
"728",952,2013,3.3573784518668,38.649962,-83.1869915
"729",952,2002,3.51127734035225,38.649962,-83.1869915
"730",952,2012,3.39421749544887,38.649962,-83.1869915
"731",952,2010,3.43212056414477,38.649962,-83.1869915
"732",952,2009,3.50966906073767,38.649962,-83.1869915
"733",952,2006,3.60117765328323,38.649962,-83.1869915
"734",952,2001,3.39095106525173,38.649962,-83.1869915
"735",952,2011,3.47950166756085,38.649962,-83.1869915
"736",952,2004,3.36936287260001,38.649962,-83.1869915
"737",952,2007,3.44187602624081,38.649962,-83.1869915
